Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Fresh Meat,Volume,Other Fresh Meat,million kilograms,Statista,31.932,33.413,35.093,36.819,37.226,39.572,40.631,41.902,43.245,44.585,46.107,47.585,48.807,52.045
Czechia,Fresh Meat,Volume,Pork,million kilograms,Statista,36.478,40.417,45.17,50.713,52.837,58.3,61.703,65.425,69.202,72.91,76.971,80.871,84.213,98.736
Czechia,Fresh Meat,Volume,Poultry,million kilograms,Statista,70.157,74.234,78.849,83.672,86.503,93.912,97.551,102.047,96.111,110.595,116.118,121.479,125.099,136.996
Czechia,Fresh Meat,Volume Change,Total,percent,Statista,,5.995,6.554,6.648,2.623,8.01,3.813,4.362,0.498,7.881,4.602,4.277,3.037,10.028
Czechia,Fresh Meat,Volume Change,Beef & Veal,percent,Statista,,3.809,4.158,4.04,1.21,6.27,2.556,3.187,3.364,3.341,3.762,3.601,2.265,5.329
Czechia,Fresh Meat,Volume Change,Mutton & Goat,percent,Statista,,2.51,2.905,2.808,0.171,5.174,2.401,2.809,3.021,3.031,3.444,3.334,2.082,2.989
Czechia,Fresh Meat,Volume Change,Other Fresh Meat,percent,Statista,,4.64,5.027,4.917,1.108,6.3,2.678,3.127,3.205,3.098,3.415,3.204,2.568,6.635
Czechia,Fresh Meat,Volume Change,Pork,percent,Statista,,10.798,11.759,12.272,4.187,10.34,5.837,6.033,5.773,5.358,5.569,5.068,4.132,17.246
Czechia,Fresh Meat,Volume Change,Poultry,percent,Statista,,5.811,6.218,6.116,3.384,8.565,3.874,4.609,-5.817,15.07,4.994,4.616,2.98,9.51
Czechia,Fresh Meat,Average Volume per Capita,Total,kilograms,Statista,17.948,19.006,20.218,21.517,22.031,23.743,24.603,25.639,25.737,27.742,29.001,30.23,31.141,34.265
Czechia,Fresh Meat,Average Volume per Capita,Beef & Veal,kilograms,Statista,4.4,4.563,4.745,4.926,4.975,5.275,5.4,5.564,5.744,5.931,6.15,6.369,6.512,6.86
Czechia,Fresh Meat,Average Volume per Capita,Mutton & Goat,kilograms,Statista,0.465,0.476,0.489,0.502,0.502,0.526,0.538,0.552,0.568,0.585,0.605,0.625,0.638,0.657
Czechia,Fresh Meat,Average Volume per Capita,Other Fresh Meat,kilograms,Statista,3.015,3.152,3.305,3.46,3.49,3.702,3.794,3.907,4.028,4.149,4.288,4.424,4.536,4.838
Czechia,Fresh Meat,Average Volume per Capita,Pork,kilograms,Statista,3.444,3.812,4.254,4.766,4.954,5.454,5.762,6.101,6.445,6.785,7.158,7.518,7.827,9.177
Czechia,Fresh Meat,Average Volume per Capita,Poultry,kilograms,Statista,6.624,7.002,7.425,7.863,8.11,8.786,9.109,9.515,8.952,10.292,10.799,11.293,11.628,12.734
Czechia,Processed Meat,Price per Unit,Average,USD (US$),Statista,5.15,4.372,4.434,4.756,5.232,5.104,5.214,5.834,6.357,6.503,6.634,6.767,6.899,7.037
Czechia,Processed Meat,Price per Unit,Cold & Roast Meat Products,USD (US$),Statista,5.236,4.409,4.444,4.735,5.175,5.016,5.111,5.702,6.213,6.356,6.483,6.613,6.745,6.88
Czechia,Processed Meat,Price per Unit,Ham & Bacon,USD (US$),Statista,5.671,5.018,5.306,5.92,6.765,6.846,7.09,8.065,8.787,8.989,9.169,9.353,9.54,9.731
Czechia,Processed Meat,Price per Unit,Sausages,USD (US$),Statista,5.053,4.259,4.298,4.584,5.015,4.867,4.959,5.533,6.029,6.167,6.291,6.417,6.545,6.676
Czechia,Processed Meat,Revenue,Total,billion USD (US$),Statista,1.335,1.134,1.158,1.248,1.344,1.347,1.361,1.515,1.644,1.673,1.702,1.727,1.804,1.831
Czechia,Processed Meat,Revenue,Cold & Roast Meat Products,billion USD (US$),Statista,0.219,0.19,0.191,0.2,0.211,0.208,0.206,0.226,0.242,0.244,0.246,0.247,0.259,0.258
Czechia,Processed Meat,Revenue,Ham & Bacon,billion USD (US$),Statista,0.161,0.15,0.154,0.172,0.19,0.195,0.201,0.228,0.247,0.252,0.257,0.261,0.271,0.275
Czechia,Processed Meat,Revenue,Sausages,billion USD (US$),Statista,0.955,0.794,0.813,0.876,0.943,0.945,0.954,1.061,1.154,1.177,1.199,1.219,1.275,1.298
Czechia,Processed Meat,Revenue Change,Total,percent,Statista,,-15.056,2.116,7.772,7.692,0.223,1.039,11.315,8.515,1.764,1.733,1.469,4.459,1.497
Czechia,Processed Meat,Revenue Change,Cold & Roast Meat Products,percent,Statista,,-13.333,0.421,4.879,5.553,-1.611,-0.674,9.554,7.26,0.743,0.696,0.61,4.61,-0.232
Czechia,Processed Meat,Revenue Change,Ham & Bacon,percent,Statista,,-6.708,2.73,11.406,10.529,2.579,3.027,13.347,8.612,1.901,1.985,1.752,3.634,1.55
Czechia,Processed Meat,Revenue Change,Sausages,percent,Statista,,-16.843,2.368,7.777,7.649,0.212,0.952,11.228,8.765,1.993,1.869,1.668,4.594,1.804
Czechia,Processed Meat,Average Revenue per Capita,Total,USD (US$),Statista,126,107,109,117.3,126,126.1,127.1,141.3,153.1,155.7,158.3,160.6,167.7,170.2
Czechia,Processed Meat,Average Revenue per Capita,Cold & Roast Meat Products,USD (US$),Statista,20.68,17.9,17.95,18.79,19.78,19.42,19.25,21.07,22.57,22.71,22.86,22.99,24.05,23.99
Czechia,Processed Meat,Average Revenue per Capita,Ham & Bacon,USD (US$),Statista,15.2,14.17,14.53,16.15,17.81,18.23,18.76,21.22,23.03,23.44,23.89,24.3,25.18,25.57
Czechia,Processed Meat,Average Revenue per Capita,Sausages,USD (US$),Statista,90.15,74.89,76.54,82.31,88.4,88.39,89.07,98.96,107.5,109.5,111.5,113.3,118.5,120.6
Czechia,Processed Meat,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.735,99.703,99.668,99.628,99.582,99.529,,
Czechia,Processed Meat,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.265,0.297,0.332,0.372,0.418,0.471,,
Czechia,Processed Meat,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Processed Meat,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Processed Meat,Volume,Total,million kilograms,Statista,259.145,259.396,261.079,262.344,256.85,264.008,261.026,259.669,258.573,257.241,256.532,255.294,261.522,260.163
Czechia,Processed Meat,Volume,Cold & Roast Meat Products,million kilograms,Statista,41.818,43.052,42.9,42.221,40.772,41.397,40.337,39.626,39.007,38.399,37.923,37.405,38.36,37.52
Czechia,Processed Meat,Volume,Ham & Bacon,million kilograms,Statista,28.382,29.941,29.074,29.035,28.086,28.469,28.33,28.22,28.135,28.021,28.013,27.945,28.4,28.272
Czechia,Processed Meat,Volume,Sausages,million kilograms,Statista,188.944,186.403,189.106,191.088,187.992,194.143,192.359,191.823,191.432,190.821,190.596,189.944,194.762,194.37
Czechia,Processed Meat,Volume Change,Total,percent,Statista,,0.097,0.649,0.484,-2.094,2.787,-1.13,-0.52,-0.422,-0.515,-0.276,-0.483,2.44,-0.52
Czechia,Processed Meat,Volume Change,Cold & Roast Meat Products,percent,Statista,,2.951,-0.355,-1.583,-3.432,1.534,-2.56,-1.763,-1.563,-1.559,-1.239,-1.366,2.553,-2.19
Czechia,Processed Meat,Volume Change,Ham & Bacon,percent,Statista,,5.49,-2.895,-0.132,-3.269,1.362,-0.488,-0.387,-0.301,-0.406,-0.029,-0.243,1.631,-0.451
Czechia,Processed Meat,Volume Change,Sausages,percent,Statista,,-1.345,1.45,1.048,-1.62,3.272,-0.919,-0.279,-0.204,-0.319,-0.118,-0.342,2.537,-0.201
Czechia,Processed Meat,Average Volume per Capita,Total,kilograms,Statista,24.468,24.468,24.586,24.654,24.082,24.699,24.375,24.213,24.083,23.939,23.858,23.733,24.308,24.182
Czechia,Processed Meat,Average Volume per Capita,Cold & Roast Meat Products,kilograms,Statista,3.948,4.061,4.04,3.968,3.823,3.873,3.767,3.695,3.633,3.573,3.527,3.477,3.565,3.487
Czechia,Processed Meat,Average Volume per Capita,Ham & Bacon,kilograms,Statista,2.68,2.824,2.738,2.729,2.633,2.663,2.645,2.631,2.62,2.608,2.605,2.598,2.64,2.628
Czechia,Processed Meat,Average Volume per Capita,Sausages,kilograms,Statista,17.84,17.583,17.809,17.958,17.626,18.162,17.962,17.886,17.83,17.758,17.726,17.658,18.103,18.066
Czechia,Meat Substitutes,Price per Unit,Average,USD (US$),Statista,23.93,22.63,21.92,21.7,21.38,20.65,19.39,19.74,21.51,22,22.44,22.89,23.35,23.82
Czechia,Meat Substitutes,Average Revenue per Capita,Total,USD (US$),Statista,0.757,0.726,0.782,0.896,1.012,1.052,1.158,1.387,1.555,1.727,1.916,2.13,2.531,3.13
Czechia,Meat Substitutes,Revenue,Total,million USD (US$),Statista,8.02,7.701,8.302,9.53,10.8,11.25,12.4,14.88,19.03,22.3,26.16,30.81,38.96,51.43
Czechia,Meat Substitutes,Revenue Change,Total,percent,Statista,,-3.978,7.804,14.792,13.326,4.167,10.222,20,27.89,17.183,17.309,17.775,26.452,32.007
Czechia,Meat Substitutes,Volume,Total,million kilograms,Statista,0.335,0.34,0.379,0.439,0.505,0.545,0.639,0.754,0.885,1.014,1.165,1.346,1.669,2.159
Czechia,Meat Substitutes,Volume Change,Total,percent,Statista,,1.524,11.299,15.971,14.983,7.861,17.378,17.89,17.382,14.566,14.964,15.476,23.997,29.398
Czechia,Meat Substitutes,Average Volume per Capita,Total,kilograms,Statista,0.032,0.032,0.036,0.041,0.047,0.051,0.06,0.07,0.082,0.094,0.108,0.125,0.155,0.201
Czechia,Fresh Fish,Price per Unit,Average,USD (US$),Statista,15.94,13.88,14.48,15.96,18.05,18.1,18.63,21.08,22.97,23.5,23.97,24.45,24.94,25.44
Czechia,Fresh Fish,Revenue,Total,billion USD (US$),Statista,0.354,0.309,0.324,0.359,0.398,0.41,0.426,0.489,0.438,0.527,0.552,0.577,0.601,0.605
Czechia,Fresh Fish,Revenue Change,Total,percent,Statista,,-12.758,4.853,10.768,10.752,3.119,3.951,14.641,-10.377,20.279,4.803,4.493,4.144,0.766
Czechia,Fresh Fish,Average Revenue per Capita,Total,USD (US$),Statista,33.45,29.15,30.52,33.74,37.27,38.36,39.8,45.56,40.78,49.01,51.34,53.63,55.83,56.26
Czechia,Fresh Fish,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.701,99.666,99.627,99.581,99.529,,
Czechia,Fresh Fish,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.299,0.334,0.373,0.419,0.471,,
Czechia,Fresh Fish,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Fresh Fish,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Fresh Fish,Volume,Total,million kilograms,Statista,22.227,22.26,22.385,22.493,22.028,22.653,22.884,23.174,19.059,22.411,23.027,23.592,24.086,23.795
Czechia,Fresh Fish,Volume Change,Total,percent,Statista,,0.15,0.559,0.486,-2.071,2.841,1.018,1.268,-17.757,17.584,2.752,2.452,2.094,-1.208
Czechia,Fresh Fish,Average Volume per Capita,Total,kilograms,Statista,2.099,2.1,2.108,2.114,2.065,2.119,2.137,2.161,1.775,2.086,2.142,2.193,2.239,2.212
Czechia,Fish & Seafood,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,8.07,,,,,,
Czechia,Fish & Seafood,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.17,,,,,,
Czechia,Fish & Seafood,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.964,,,,,,
Czechia,Fish & Seafood,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.539,,,,,,
Czechia,Fish & Seafood,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,18.259,,,,,,
Czechia,Fish & Seafood,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,40.921,,,,,,
Czechia,Fish & Seafood,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.829,,,,,,
Czechia,Fish & Seafood,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,32.249,,,,,,
Czechia,Fish & Seafood,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,47.558,,,,,,
Czechia,Fish & Seafood,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,52.442,,,,,,
Czechia,Fish & Seafood,Price per Unit,Average,USD (US$),Statista,13.9,12.19,12.78,14.16,16.07,16.18,16.73,19,21.02,21.33,21.78,22.23,22.68,23.21
Czechia,Fish & Seafood,Price per Unit,Fresh Fish,USD (US$),Statista,15.94,13.88,14.48,15.96,18.05,18.1,18.63,21.08,22.97,23.5,23.97,24.45,24.94,25.44
Czechia,Fish & Seafood,Price per Unit,Fresh Seafood,USD (US$),Statista,30.58,26.64,27.78,30.62,34.63,34.73,35.74,40.45,44.08,45.09,45.99,46.91,47.85,48.81
Czechia,Fish & Seafood,Price per Unit,Processed Fish & Seafood,USD (US$),Statista,10.28,9.054,9.53,10.59,12.05,12.15,12.61,14.36,15.64,16,16.32,16.65,16.98,17.32
Czechia,Fish & Seafood,Revenue,Total,million USD (US$),Statista,674.2,585.9,612,675.2,744.8,765.1,792.3,904.6,827.4,971.9,"1,013","1,053","1,096","1,090"
Czechia,Fish & Seafood,Revenue,Fresh Fish,million USD (US$),Statista,354.3,309.1,324.1,359,397.6,410,426.2,488.6,437.9,526.7,552,576.8,600.7,605.3
Czechia,Fish & Seafood,Revenue,Fresh Seafood,million USD (US$),Statista,75.11,65.32,68.28,75.38,83.21,85.54,88.62,101.2,111.7,115.7,120.2,124.7,129.6,129.6
Czechia,Fish & Seafood,Revenue,Processed Fish & Seafood,million USD (US$),Statista,244.8,211.5,219.6,240.8,264,269.6,277.4,314.8,277.9,329.5,340.9,351.7,365.5,355.5
Czechia,Fish & Seafood,Revenue Change,Total,percent,Statista,,-13.097,4.455,10.327,10.308,2.726,3.555,14.174,-8.534,17.464,4.229,3.949,4.084,-0.547
Czechia,Fish & Seafood,Revenue Change,Fresh Fish,percent,Statista,,-12.758,4.853,10.768,10.752,3.119,3.951,14.641,-10.377,20.279,4.803,4.493,4.144,0.766
Czechia,Fish & Seafood,Revenue Change,Fresh Seafood,percent,Statista,,-13.034,4.532,10.398,10.387,2.8,3.601,14.195,10.375,3.581,3.889,3.744,3.929,0
Czechia,Fish & Seafood,Revenue Change,Processed Fish & Seafood,percent,Statista,,-13.603,3.83,9.654,9.635,2.121,2.893,13.482,-11.722,18.568,3.46,3.168,3.924,-2.736
Czechia,Fish & Seafood,Average Revenue per Capita,Total,USD (US$),Statista,63.66,55.26,57.63,63.45,69.83,71.58,73.98,84.35,77.06,90.44,94.22,97.92,101.9,101.4
Czechia,Fish & Seafood,Average Revenue per Capita,Fresh Fish,USD (US$),Statista,33.45,29.15,30.52,33.74,37.27,38.36,39.8,45.56,40.78,49.01,51.34,53.63,55.83,56.26
Czechia,Fish & Seafood,Average Revenue per Capita,Fresh Seafood,USD (US$),Statista,7.092,6.161,6.43,7.084,7.801,8.002,8.275,9.441,10.4,10.77,11.18,11.6,12.05,12.05
Czechia,Fish & Seafood,Average Revenue per Capita,Processed Fish & Seafood,USD (US$),Statista,23.12,19.95,20.68,22.63,24.75,25.22,25.9,29.35,25.88,30.66,31.7,32.7,33.97,33.04
Czechia,Fish & Seafood,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.666,99.627,99.581,99.529,,
Czechia,Fish & Seafood,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.334,0.373,0.419,0.471,,
Czechia,Fish & Seafood,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Fish & Seafood,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Fish & Seafood,Volume,Total,million kilograms,Statista,48.493,48.069,47.882,47.696,46.333,47.296,47.355,47.601,39.355,45.563,46.523,47.375,48.317,46.971
Czechia,Fish & Seafood,Volume,Fresh Fish,million kilograms,Statista,22.227,22.26,22.385,22.493,22.028,22.653,22.884,23.174,19.059,22.411,23.027,23.592,24.086,23.795
Czechia,Fish & Seafood,Volume,Fresh Seafood,million kilograms,Statista,2.456,2.452,2.458,2.462,2.403,2.463,2.48,2.503,2.533,2.566,2.613,2.659,2.708,2.656
Czechia,Fish & Seafood,Volume,Processed Fish & Seafood,million kilograms,Statista,23.81,23.357,23.04,22.741,21.903,22.179,21.991,21.924,17.762,20.586,20.882,21.124,21.522,20.52
Czechia,Fish & Seafood,Volume Change,Total,percent,Statista,,-0.874,-0.389,-0.388,-2.858,2.077,0.125,0.52,-17.323,15.774,2.108,1.832,1.987,-2.784
Czechia,Fish & Seafood,Volume Change,Fresh Fish,percent,Statista,,0.15,0.559,0.486,-2.071,2.841,1.018,1.268,-17.757,17.584,2.752,2.452,2.094,-1.208
Czechia,Fish & Seafood,Volume Change,Fresh Seafood,percent,Statista,,-0.171,0.235,0.16,-2.391,2.503,0.684,0.931,1.217,1.295,1.821,1.763,1.855,-1.928
Czechia,Fish & Seafood,Volume Change,Processed Fish & Seafood,percent,Statista,,-1.902,-1.357,-1.296,-3.687,1.262,-0.849,-0.306,-18.982,15.896,1.442,1.157,1.884,-4.656
Czechia,Fish & Seafood,Average Volume per Capita,Total,kilograms,Statista,4.579,4.534,4.509,4.482,4.344,4.425,4.422,4.438,3.665,4.24,4.327,4.404,4.491,4.366
Czechia,Fish & Seafood,Average Volume per Capita,Fresh Fish,kilograms,Statista,2.099,2.1,2.108,2.114,2.065,2.119,2.137,2.161,1.775,2.086,2.142,2.193,2.239,2.212
Czechia,Fish & Seafood,Average Volume per Capita,Fresh Seafood,kilograms,Statista,0.232,0.231,0.231,0.231,0.225,0.23,0.232,0.233,0.236,0.239,0.243,0.247,0.252,0.247
Czechia,Fish & Seafood,Average Volume per Capita,Processed Fish & Seafood,kilograms,Statista,2.248,2.203,2.17,2.137,2.054,2.075,2.053,2.044,1.654,1.916,1.942,1.964,2,1.907
Czechia,Fresh Seafood,Price per Unit,Average,USD (US$),Statista,30.58,26.64,27.78,30.62,34.63,34.73,35.74,40.45,44.08,45.09,45.99,46.91,47.85,48.81
Czechia,Fresh Seafood,Revenue,Total,million USD (US$),Statista,75.11,65.32,68.28,75.38,83.21,85.54,88.62,101.2,111.7,115.7,120.2,124.7,129.6,129.6
Czechia,Fresh Seafood,Revenue Change,Total,percent,Statista,,-13.034,4.532,10.398,10.387,2.8,3.601,14.195,10.375,3.581,3.889,3.744,3.929,0
Czechia,Fresh Seafood,Average Revenue per Capita,Total,USD (US$),Statista,7.092,6.161,6.43,7.084,7.801,8.002,8.275,9.441,10.4,10.77,11.18,11.6,12.05,12.05
Czechia,Fresh Seafood,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.666,99.627,99.581,99.529,,
Czechia,Fresh Seafood,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.334,0.373,0.419,0.471,,
Czechia,Fresh Seafood,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Fresh Seafood,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Fresh Seafood,Volume,Total,million kilograms,Statista,2.456,2.452,2.458,2.462,2.403,2.463,2.48,2.503,2.533,2.566,2.613,2.659,2.708,2.656
Czechia,Fresh Seafood,Volume Change,Total,percent,Statista,,-0.171,0.235,0.16,-2.391,2.503,0.684,0.931,1.217,1.295,1.821,1.763,1.855,-1.928
Czechia,Fresh Seafood,Average Volume per Capita,Total,kilograms,Statista,0.232,0.231,0.231,0.231,0.225,0.23,0.232,0.233,0.236,0.239,0.243,0.247,0.252,0.247
Czechia,Processed Fish & Seafood,Price per Unit,Average,USD (US$),Statista,10.28,9.054,9.53,10.59,12.05,12.15,12.61,14.36,15.64,16,16.32,16.65,16.98,17.32
Czechia,Processed Fish & Seafood,Revenue,Total,million USD (US$),Statista,244.8,211.5,219.6,240.8,264,269.6,277.4,314.8,277.9,329.5,340.9,351.7,365.5,355.5
Czechia,Processed Fish & Seafood,Revenue Change,Total,percent,Statista,,-13.603,3.83,9.654,9.635,2.121,2.893,13.482,-11.722,18.568,3.46,3.168,3.924,-2.736
Czechia,Processed Fish & Seafood,Average Revenue per Capita,Total,USD (US$),Statista,23.12,19.95,20.68,22.63,24.75,25.22,25.9,29.35,25.88,30.66,31.7,32.7,33.97,33.04
Czechia,Processed Fish & Seafood,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.667,99.627,99.581,99.529,,
Czechia,Processed Fish & Seafood,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.333,0.373,0.419,0.471,,
Czechia,Processed Fish & Seafood,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Processed Fish & Seafood,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Processed Fish & Seafood,Volume,Total,million kilograms,Statista,23.81,23.357,23.04,22.741,21.903,22.179,21.991,21.924,17.762,20.586,20.882,21.124,21.522,20.52
Czechia,Processed Fish & Seafood,Volume Change,Total,percent,Statista,,-1.902,-1.357,-1.296,-3.687,1.262,-0.849,-0.306,-18.982,15.896,1.442,1.157,1.884,-4.656
Czechia,Processed Fish & Seafood,Average Volume per Capita,Total,kilograms,Statista,2.248,2.203,2.17,2.137,2.054,2.075,2.053,2.044,1.654,1.916,1.942,1.964,2,1.907
Czechia,Edible Oils,Price per Unit,Average,USD (US$),Statista,6.137,5.361,5.607,6.199,7.03,7.071,7.282,8.252,8.991,9.198,9.382,9.57,9.761,9.956
Czechia,Edible Oils,Revenue,Total,million USD (US$),Statista,103.4,89.93,94.03,103.8,114.6,117.9,122.2,139.6,110.8,147.9,155,161.8,168.7,168.4
Czechia,Edible Oils,Revenue Change,Total,percent,Statista,,-13.027,4.559,10.39,10.405,2.88,3.647,14.239,-20.63,33.484,4.801,4.387,4.265,-0.178
Czechia,Edible Oils,Average Revenue per Capita,Total,USD (US$),Statista,9.763,8.483,8.855,9.758,10.75,11.03,11.41,13.02,10.32,13.76,14.42,15.04,15.68,15.65
Czechia,Edible Oils,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.738,99.706,99.67,99.629,99.583,99.529,,
Czechia,Edible Oils,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.262,0.294,0.33,0.371,0.417,0.471,,
Czechia,Edible Oils,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Edible Oils,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Edible Oils,Volume,Total,million liters,Statista,16.849,16.774,16.768,16.75,16.307,16.671,16.778,16.921,12.322,16.075,16.524,16.908,17.282,16.909
Czechia,Edible Oils,Volume Change,Total,percent,Statista,,-0.442,-0.036,-0.108,-2.649,2.234,0.644,0.848,-27.178,30.457,2.793,2.326,2.212,-2.159
Czechia,Edible Oils,Average Volume per Capita,Total,liters,Statista,1.591,1.582,1.579,1.574,1.529,1.56,1.567,1.578,1.148,1.496,1.537,1.572,1.606,1.572
